Unique ID,Leaf collected,Indumentum,Flower colour,Purple flushed,Node,Flower date,Height,Corolla size,Teeth,Branches,Leaf length,Internode length,Cauline ratio,Aborted node,Leaf circularity index,Capsule length,Capsule width,Calyx length,Calyx ratio,Notes
B306,1,1,W,0,5,08/06/2018,46.7,10.8,5,0,6.6,9.2,1.393939394,,,,,,,
B159,1,1,W,0,4,10/06/2018,32.1,8.5,3,0,6.5,9.3,1.430769231,,,,,,,
A1068,0,0,W,0,5,08/06/2018,21.5,4.8,3,0,5,4.3,0.86,,,,,,,
B148,1,1,V,0,6,08/06/2018,89,11.2,6,1,10.1,23.2,2.297029703,,,,,,,
B140,1,1,W,0,5,08/06/2018,64.5,11.6,5,0,11.2,20.9,1.866071429,,,,,,,
B1794,1,1,W,0,4,08/06/2018,84.2,11.2,5,0,10.6,27,2.547169811,,,,,,,
B470,1,1,W,0,5,08/06/2018,46.5,9.9,5,0,8.9,7.4,0.831460674,,,,,,,
B296,1,1,W,0,6,11/06/2018,77.7,9.3,5,1,9,19.3,2.144444444,,,,,,,
B1168,1,1,W,0,4,11/06/2018,55.4,8.4,4,0,8.6,16.1,1.872093023,,,,,,,
B158,1,1,W,0,5,11/06/2018,59.1,8.7,4,0,10.5,16.7,1.59047619,,,,,,,
A426,0,1,V,0,6,11/06/2018,27.3,9.3,5,1,7.8,4.7,0.602564103,,,,,,,
B301,1,1,W,0,5,10/06/2018,38.5,8.6,4,1,8.9,10,1.123595506,,,,,,,
B287,1,1,W,0,6,13/06/2018,23.9,7.2,5,0,6.1,3,0.491803279,,,,,,,
A116,0,0,W,1,5,13/06/2018,23.3,5.3,3,0,3.5,3.4,0.971428571,,,,,,,
B456,1,0,W,0,5,14/06/2018,12.5,5,3,0,4,1.1,0.275,,,,,,,
B298,1,1,W,0,5,12/06/2018,41.9,9.4,3,0,7,9.4,1.342857143,,,,,,,
B469,1,1,W,0,5,12/06/2018,68.3,10.4,4,0,9.6,18.6,1.9375,,,,,,,
B1790,1,1,W,0,4,13/06/2018,33.8,7,5,0,8,5.8,0.725,,,,,,,
B1911,1,1,W,0,4,13/06/2018,46.9,8.2,5,0,10.3,10.6,1.029126214,,,,,,,
B472,1,1,W,0,5,12/06/2018,54.5,7.7,5,0,8.4,15.9,1.892857143,,,,,,,
B1784,1,1,W,0,6,12/06/2018,74.8,9.7,6,3,15.7,15.2,0.968152866,,,,,,,
B144,1,1,V,0,5,13/06/2018,60.8,9.4,4,1,9.4,15.5,1.64893617,,,,,,,
B147,1,1,V,0,6,13/06/2018,69.3,10.5,5,0,7.8,14.3,1.833333333,,,,,,,
B295,1,1,V,0,5,12/06/2018,71.6,10.9,4,0,8,16.2,2.025,,,,,,,
B679,1,1,W,0,5,13/06/2018,50.5,10.9,4,0,7.9,11.8,1.493670886,,,,,,,
B1783,1,1,W,0,4,12/06/2018,89.4,12.1,4,1,12.2,28.5,2.336065574,,,,,,,
B137,1,1,W,0,5,13/06/2018,58.8,9.6,5,1,9.7,14.5,1.494845361,,,,,,,
B686,1,1,W,0,5,13/06/2018,16.9,8.7,4,0,4.7,1.8,0.382978723,,,,,,,
B1170,1,1,W,0,6,14/06/2018,58.7,8.1,5,0,6.7,7,1.044776119,,,,,,,
B1799,1,1,W,0,5,14/06/2018,50.8,7.6,5,0,6.7,8.2,1.223880597,,,,,,,
B667,1,1,W,0,6,15/06/2018,48.4,1,5,0,6.8,7.1,1.044117647,,,,,,,
B299,1,1,W,0,5,15/06/2018,41.4,7.1,4,0,7.6,13.6,1.789473684,,,,,,,
B1787,1,1,W,0,5,15/06/2018,45.9,6.8,5,1,10,10.1,1.01,,,,,,,
B285,1,1,W,0,6,15/06/2018,26.4,6.3,5,3,6.2,2.7,0.435483871,,,,,,,
B476,1,1,W,0,5,15/06/2018,29.4,7.4,4,0,5.6,4,0.714285714,,,,,,,
B1178,1,1,W,0,5,15/06/2018,34.6,6.8,5,0,5.5,4.8,0.872727273,,,,,,,
B1173,1,1,W,0,5,15/06/2018,41.6,7.2,5,0,9,5.4,0.6,,,,,,,
B1795,1,1,W,0,5,15/06/2018,36.1,6.8,5,0,7,6.4,0.914285714,,,,,,,
B1615,1,1,W,0,5,15/06/2018,56.3,8.2,6,0,12.1,9.9,0.818181818,,,,,,,
C164,0,1,W,0,5,14/06/2018,86.5,9.3,5,1,12.3,25.3,2.056910569,,,,,,,
C163,0,1,W,0,5,14/06/2018,76.9,6.7,4,0,9,21.9,2.433333333,,,,,,,
B141,1,1,W,0,8,16/06/2018,114.6,10.6,6,0,9.2,20.4,2.217391304,,,,,,,
A208,0,1,W,0,6,16/06/2018,30.1,9.3,4,2,7,6.6,0.942857143,,,,,,,
B146,1,1,W,0,6,17/06/2018,79.2,10.3,5,0,8.1,21.5,2.654320988,,,,,,,
B473,1,1,W,0,5,17/06/2018,59.6,9.6,4,0,6.5,18,2.769230769,,,,,,,
B1619,1,1,W,0,5,17/06/2018,27.1,10.2,4,0,5.1,2.5,0.490196078,,,,,,,
B1965,1,1,W,0,4,17/06/2018,38.5,9.9,5,0,5.9,0.6,0.101694915,,,,,,,
B675,1,1,W,0,5,18/06/2018,40,9.6,4,0,6,9.6,1.6,,,,,,,
B1913,1,1,W,0,4,18/06/2018,72.9,11.1,5,0,10.3,17.9,1.737864078,,,,,,,
B1791,1,1,W,0,4,19/06/2018,71.1,11,5,1,10.7,21.3,1.990654206,,,,,,,
B272,1,1,W,0,6,18/06/2018,48.3,9.3,4,0,6.7,7.4,1.104477612,,,,,,,
B1788,1,1,W,0,6,18/06/2018,82.6,10.8,5,1,10,21,2.1,,,,,,,
B1789,1,1,W,0,6,18/06/2018,103.9,11.6,5,2,10,19.9,1.99,,,,,,,
B297,1,1,W,0,6,18/06/2018,66.2,10.2,4,0,7.5,20.2,2.693333333,,,,,,,
B676,1,1,W,0,5,18/06/2018,78.4,10.8,4,0,9.2,24.9,2.706521739,,,,,,,
B477,1,1,W,0,5,19/06/2018,57.7,9.3,4,0,7.8,21.9,2.807692308,,,,,,,
B139,1,1,W,0,6,19/06/2018,58.7,11.3,4,0,7.5,17.6,2.346666667,,,,,,,
B677,1,1,W,0,5,20/06/2018,54.7,9.2,4,0,7.5,15.8,2.106666667,,,,,,,
A1064,0,0,W,1,7,19/06/2018,47.1,5.4,2,0,3.6,7.3,2.027777778,,,,,,,
B1232,1,1,W,0,5,19/06/2018,15.8,7.7,5,0,6.2,2.1,0.338709677,,,,,,,
B685,1,1,W,0,5,20/06/2018,38.8,8.4,3,0,6.7,8.4,1.253731343,,,,,,,
B474,1,1,W,0,5,19/06/2018,56.3,10.4,5,1,7.7,16.9,2.194805195,,,,,,,
B1792,1,1,W,0,5,20/06/2018,66.2,10.1,5,1,10.3,17.6,1.708737864,,,,,,,
B149,1,1,W,0,6,20/06/2018,52.5,10.2,4,0,7.4,13.5,1.824324324,,,,,,,
B471,1,1,W,0,5,20/06/2018,47.7,10.2,3,0,6.5,13.8,2.123076923,,,,,,,
A1125,0,0,W,0,6,20/06/2018,51,4.8,3,2,5.3,11.4,2.150943396,,,,,,,
B466,1,1,W,0,6,20/06/2018,40.3,9.1,5,0,5.9,6.6,1.118644068,,,,,,,
B1617,1,1,W,0,5,20/06/2018,53.9,9.3,5,0,8.8,13.4,1.522727273,,,,,,,
A1443,0,1,W,0,5,20/06/2018,15.3,8.4,3,0,5.9,1.6,0.271186441,,,,,,,
A443,1,1,W,0,6,20/06/2018,18,8.5,4,0,6.2,2.5,0.403225806,,,,,,,
B300,1,1,W,0,5,20/06/2018,53.9,9.9,4,0,6.7,17.5,2.611940299,,,,,,,
B302,1,1,W,0,5,20/06/2018,56.8,10.9,4,0,7.2,16.4,2.277777778,,,,,,,
B465,1,1,W,0,5,20/06/2018,22.2,9.3,4,0,5.7,3.9,0.684210526,,,,,,,
B1798,1,1,W,0,5,19/06/2018,40.2,9.6,4,0,7.3,10.1,1.383561644,,,,,,,
B303,1,1,W,0,5,19/06/2018,19.2,9.3,4,0,4.2,2.5,0.595238095,,,,,,,
B1785,1,1,W,0,4,18/06/2018,46.7,10.3,4,2,10.6,9.7,0.91509434,,,,,,,
A915,0,1,W,0,5,19/06/2018,15.1,7.7,3,2,5.4,2.6,0.481481481,,,,,,,
B1620,1,1,W,0,5,19/06/2018,39.8,7.3,6,0,6.5,4.8,0.738461538,,,,,,,
B1174,1,1,W,0,5,20/06/2018,40.9,8.6,4,0,7.1,8.1,1.14084507,,,,,,,
B1177,1,1,W,0,5,22/06/2018,34,8.2,4,0,6.2,7.3,1.177419355,,,,,,,
B457,1,1,W,0,6,21/06/2018,16.4,7.2,4,0,5.5,1,0.181818182,,,,,,,
B1801,1,1,W,0,6,21/06/2018,67.2,10,5,0,7.6,7.9,1.039473684,,,,,,,
A72,1,1,W,0,8,21/06/2018,27.9,8.1,5,3,7.8,4,0.512820513,,,,,,,
B145,1,1,W,0,6,21/06/2018,50.5,6.8,5,0,8.4,11.9,0.476190476,,,,,,,
B283,1,1,W,0,7,21/06/2018,34.7,9,4,3,6.7,3.8,1.776119403,,,,,,,
A239,0,0,V,1,7,21/06/2018,10.9,5.1,3,2,5.1,8,0.745098039,,,,,,,
A1480,0,0,W,1,4,17/06/2018,46.3,4.6,3,0,5.6,12.9,1.428571429,,,,,,,
B160,1,1,W,0,6,22/06/2018,53.9,10.1,4,1,7.3,9.1,1.767123288,,,,,,,
B671,1,1,W,0,5,20/06/2018,31,7.4,3,0,5.4,6,1.685185185,,,,,,,
B475,1,1,W,0,6,21/06/2018,41.7,7.7,4,0,7.1,7.8,0.845070423,,,,,,,
B1914,1,1,W,0,5,21/06/2018,64.1,9.6,5,1,11.8,14.2,0.661016949,,,,,,,
A110,0,0,V,1,6,21/06/2018,24,4.6,2,0,3.4,4.1,4.176470588,,,,,,,
A440,0,1,W,0,7,21/06/2018,30.9,8.9,5,5,9.1,3.8,0.450549451,,,,,,,
A1527,0,0,V,0,4,20/06/2018,16.3,4.4,2,0,4,3,0.75,,,,,,,
B1793,1,1,W,0,5,21/06/2018,46.6,8.1,4,0,7.6,11.3,1.486842105,,,,,,,
B1167,1,1,W,0,5,20/06/2018,47,9.2,3,0,7.3,10.8,1.479452055,,,,,,,
B1176,1,1,W,0,5,22/06/2018,20.9,6.5,3,0,5.7,2.6,#REF!,,,,,,,
B307,1,1,W,0,5,22/06/2018,34.7,7,4,0,6.6,4.4,0.666666667,,,,,,,
C1813,0,1,W,0,4,20/06/2018,52.7,9.7,5,0,8.6,17.6,2.046511628,,,,,,,
C1264,0,1,W,0,6,21/06/2018,85.7,8.4,7,1,9.4,14,1.489361702,,,,,,,
C165,0,1,W,0,5,22/06/2018,68.6,9.8,4,1,8.9,12.3,1.382022472,,,,,,,
C167,0,1,W,0,6,21/06/2018,57.6,8.2,4,0,6.2,9.3,1.5,,,,,,,Damaged leaf
C318,0,1,W,0,5,20/06/2018,62,9.5,5,0,10,15,1.5,,,,,,,
C1263,0,1,W,0,4,21/06/2018,92.8,10.4,4,0,9.5,33.3,3.505263158,,,,,,,
C487,0,1,W,0,4,21/06/2018,47.5,9.6,4,0,9.2,10.6,1.152173913,,,,,,,
C479,0,1,W,0,5,21/06/2018,104.4,10,5,0,3.7,25.7,6.945945946,,,,,,,
C488,0,1,W,0,4,20/06/2018,74.8,10.2,4,0,8.1,25.1,3.098765432,,,,,,,
C166,0,1,W,0,5,21/06/2018,66.9,10.7,4,1,10.1,16.3,1.613861386,,,,,,,
C175,0,1,W,0,5,22/06/2018,44,8.9,4,0,7.8,8.2,1.051282051,,,,,,,
A621,0,0,W,1,6,23/06/2018,33.4,4.6,2,0,4.1,7,1.707317073,5,,,,,,
A1017,0,1,W,0,6,23/06/2018,14.8,7.8,3,0,5.3,1,0.188679245,,,,,,,
A82,1,1,W,0,7,23/06/2018,16,6.3,4,0,6.2,1,0.161290323,,,,,,,
A228,0,0,W,1,6,23/06/2018,27,4.8,3,0,3.5,3.5,1,,,,,,,
B161,1,1,W,0,6,23/06/2018,51,7.4,4,0,6.5,9.2,1.415384615,,,,,,,
B138,1,1,W,0,5,23/06/2018,32.1,6.9,4,0,5.9,9.1,1.542372881,,,,,,,
B1228,1,1,W,0,6,23/06/2018,14.5,7.3,5,0,5.4,1.2,0.222222222,,,,,,,
B678,1,1,W,0,5,23/06/2018,28.7,5.4,4,0,6.2,5,0.806451613,,,,,,,
B463,1,1,W,0,7,26/06/2018,51,10.2,3,0,7.5,10.2,1.36,,,,,,,
A242,0,0,W,1,6,26/06/2018,20,4.8,3,0,2.8,3.8,1.357142857,,,,,,,
B271,1,1,W,1,6,26/06/2018,34.5,8.9,4,0,4.5,7.4,1.644444444,,,,,,,
A619,0,0,W,1,8,26/06/2018,25.4,3.7,2,0,2.6,2.4,0.923076923,7,,,,,,
A113,0,0,W,1,7,26/06/2018,38.9,5.3,2,0,3.2,6.5,2.03125,,,,,,,
A1055,0,0,V,1,7,26/06/2018,45.3,6.7,2,4,3.8,5.8,1.526315789,,,,,,,
A224,0,0,W,1,8,26/06/2018,47.4,4.9,2,1,4.3,11.5,2.674418605,,,,,,,
B462,1,1,W,0,6,26/06/2018,22.5,6.8,5,0,6.6,2.6,0.393939394,,,,,,,
B142,1,1,W,0,6,26/06/2018,52.8,7,4,0,7.9,12.5,1.582278481,,,,,,,
A957,0,1,W,0,5,26/06/2018,16.1,6.8,3,0,5.7,0.6,0.105263158,,,,,,,
A1112,0,0,W,1,6,26/06/2018,NA,4.7,NA,0,NA,NA,NA,,,,,,,
A102,0,0,V,1,6,26/06/2018,36.4,4.6,3,0,3.7,5.9,1.594594595,,,,,,,
B1244,1,1,W,0,6,27/06/2018,29.7,7.3,4,0,6.1,5.4,0.885245902,,,,,,,
B1587,1,1,W,0,7,28/06/2018,28.4,7.7,5,0,7.2,2.3,0.319444444,,,,,,,
A200,0,1,W,0,7,27/06/2018,26.9,8.1,5,3,7.9,4.8,0.607594937,,,,,,,
B152,1,1,W,0,7,27/06/2018,36.9,7.9,3,0,5.3,6.8,1.283018868,,,,,,,
A1015,1,1,W,0,7,27/06/2018,22.8,6.9,4,1,6.4,2,0.3125,,,,,,,
B1175,1,1,W,0,6,27/06/2018,29.6,7.3,4,0,4.1,4.3,1.048780488,,,,,,,
A202,1,1,W,0,7,27/06/2018,14,8.1,4,0,4.4,1,0.227272727,,,,,,,
B469,1,1,W,0,5,27/06/2018,36.2,7.9,4,0,5.3,7.4,1.396226415,,,,,,,
B1222,1,1,W,0,8,27/06/2018,26.9,6.6,5,0,6,3,0.5,,,,,,,
A551,0,1,W,0,6,27/06/2018,13,6.9,4,1,5.5,1.4,0.254545455,,,,,,,
A1565,0,0,W,1,6,27/06/2018,16.5,5,2,0,2.8,2.5,0.892857143,,,,,,,
A623,0,0,W,1,8,27/06/2018,18,4.8,2,0,2.1,1.1,0.523809524,,,,,,,
A620,0,0,V,1,7,27/06/2018,60.3,5.9,3,4,4.9,9.6,1.959183673,,,,,,,
B134,1,1,W,0,5,27/06/2018,25.2,6.9,3,0,4.3,5.9,1.372093023,,,,,,,
A1042,1,0,V,0,6,27/06/2018,8.8,4.3,2,0,1.9,0.5,0.263157895,,,,,,,
A223,1,1,NA,0,7,27/06/2018,21.5,7.2,4,0,5,1.3,0.26,,,,,,,Check fl
A234,0,0,NA,1,6,27/06/2018,27.9,5.7,3,0,3.6,6.5,1.805555556,,,,,,,Check fl
B1931,1,1,W,0,7,27/06/2018,50.7,8.8,5,5,10.5,5,0.476190476,,,,,,,
A1158,0,0,NA,1,7,27/06/2018,50.3,4.7,3,0,4.4,7.3,1.659090909,,,,,,,
A502,0,1,W,0,8,27/06/2018,74.4,6.7,5,3,9.8,13.6,1.387755102,,,,,,,
A428,0,1,NA,0,7,27/06/2018,19.1,8.1,3,4,5.8,1.4,0.24137931,,,,,,,
A1072,0,0,W,1,8,27/06/2018,39.9,5.5,3,0,3.1,3.8,1.225806452,,,,,,,
A1386,0,1,W,0,6,27/06/2018,16.3,8.4,3,4,6,1.7,0.283333333,,,,,,,
B274,1,1,NA,0,5,27/06/2018,30.3,10.1,4,0,5.9,6,1.016949153,,,,,,,
A256,0,0,NA,1,6,28/06/2018,22.5,4.1,2,0,4.1,6.2,1.512195122,,,,,,,
B1183,1,1,NA,0,5,27/06/2018,14.2,5,2,0,2.9,2.2,0.75862069,,,,,,,
B1194,1,1,NA,0,6,27/06/2018,12.9,4.5,3,0,2.6,1,0.384615385,,,,,,,
A235,0,0,NA,1,5,27/06/2018,9,4.5,2,0,2.2,1.2,0.545454545,,,,,,,
B133,1,1,W,0,7,29/06/2018,48.5,7.7,4,0,6.7,6.9,1.029850746,,,,,,,
B1260,1,1,W,0,6,29/06/2018,32.2,7.4,4,0,6.5,5.1,0.784615385,,,,,,,
B1962,1,1,W,0,4,29/06/2018,37.4,9.5,3,0,6.2,7.4,1.193548387,,,,,,,
B1229,1,1,W,0,7,29/06/2018,24.8,8.2,5,0,5.1,2,0.392156863,,,,,,,
A203,0,1,W,0,8,29/06/2018,28.1,8.7,4,0,4.9,2,0.408163265,,,,,,,
B464,1,1,W,0,6,29/06/2018,22.3,8.7,4,0,4.9,3.8,0.775510204,,,,,,,
B1916,1,1,W,0,6,29/06/2018,44.6,8.5,4,0,7.1,8.1,1.14084507,,,,,,,
B1585,1,1,W,0,6,29/06/2018,13.8,7.2,4,0,5.4,1,0.185185185,,,,,,,
A196,0,1,W,0,7,29/06/2018,17.2,7.5,3,1,6.2,1.5,0.241935484,,,,,,,
A1030,0,0,W,1,5,29/06/2018,13.5,5.5,2,1,3.9,1.8,0.461538462,,,,,,,
B155,1,1,W,0,7,29/06/2018,30.4,8.4,4,0,4.8,2.5,0.520833333,,,,,,,
A782,0,1,W,0,8,29/06/2018,49.9,6,5,1,7.7,7.7,1,,,,,,,
B1920,1,1,W,0,6,29/06/2018,43.5,9.7,4,0,6.4,11.3,1.765625,,,,,,,
B1621,1,1,W,0,7,26/06/2018,29.1,9.2,4,0,5.1,5.3,1.039215686,,,,,,,
A69,0,1,W,0,7,26/06/2018,33.4,9.3,5,1,8.5,6.5,0.764705882,,,,,,,
A84,1,1,W,0,8,25/06/2018,45.5,8,5,6,7,6.6,0.942857143,,,,,,,
A450,0,0,V,1,7,25/06/2018,75.6,7,3,3,4.6,13.1,2.847826087,,,,,,,
B1171,1,1,W,0,6,25/06/2018,68.8,10.6,5,0,6.7,17.5,2.611940299,,,,,,,
A634,0,0,V,1,7,28/06/2018,44.5,5.7,2,0,3.2,7.6,2.375,,,,,,,
A1482,0,0,V,1,8,28/06/2018,68.5,5.9,3,2,4.3,10.4,2.418604651,,,,,,,
A618,0,0,W,0,12,29/06/2018,70.6,5.6,3,4,4.6,10.3,2.239130435,7,,,,,,
B1963,1,1,W,0,5,25/06/2018,79.2,10.2,5,1,8.1,25.3,3.12345679,,,,,,,
B1616,1,1,W,0,6,27/06/2018,82.2,10.3,5,0,7.9,27.2,3.443037975,,,,,,,
B304,1,1,W,0,6,29/06/2018,44.2,10.4,3,0,6.6,10.5,1.590909091,,,,,,,
B1600,1,1,W,0,7,27/06/2018,35.1,9.5,5,2,6.7,5.6,0.835820896,,,,,,,
B143,1,1,W,0,7,25/06/2018,86.6,10.9,4,0,8.9,28.4,3.191011236,,,,,,,
B478,1,1,W,0,7,27/06/2018,62.5,9.4,4,0,8.9,15.9,1.786516854,,,,,,,
B150,1,1,W,0,6,25/06/2018,53.9,9.3,4,0,6.7,15.8,2.358208955,,,,,,,
B1169,1,1,W,0,5,28/06/2018,49.7,9.6,5,0,7.2,7.6,1.055555556,,,,,,,
B1912,1,1,W,0,6,29/06/2018,47.3,8.2,5,1,9,10.6,1.177777778,,,,,,,
A1005,0,1,W,0,8,29/06/2018,29,8.9,4,2,7.8,3.7,0.474358974,,,,,,,
A207,1,1,W,0,9,30/06/2018,28.1,7.4,4,6,7.7,2.1,0.272727273,,,,,,,
A105,0,0,W,1,7,30/06/2018,11.5,3.8,2,0,1.9,1.1,0.578947368,,,,,,,
A944,1,1,W,0,8,30/06/2018,18.8,6.6,4,1,5.8,1.3,0.224137931,,,,,,,OVU = PLA
A1093,0,0,V,1,8,30/06/2018,32.2,4.6,3,0,3.2,3.5,1.09375,,,,,,,
A596,0,1,W,0,7,30/06/2018,13.6,6.9,3,1,5.2,0.8,0.153846154,,,,,,,
A1085,0,0,W,1,10,02/07/2018,76.4,5.7,4,7,6.2,8.5,1.370967742,,,,,,,
A921,0,1,W,0,7,02/07/2018,32.9,9,4,5,9,6.4,0.711111111,,,,,,,
A1975,0,1,W,0,7,03/07/2018,53,6.6,4,3,9.7,10.9,1.12371134,,,,,,,
A1651,0,1,W,0,7,03/07/2018,14.5,7,3,1,4.7,1.1,0.234042553,,,,,,,
B291,1,1,W,0,7,02/07/2018,30.6,9.1,5,0,5.7,5.3,0.929824561,,,,,,,
B1594,1,1,W,0,6,02/07/2018,43.1,9.3,3,0,5.6,11.7,2.089285714,,,,,,,
A1019,0,1,W,0,8,02/07/2018,47.2,8.9,5,7,6.7,5.7,0.850746269,,,,,,,
A1477,0,1,W,1,6,02/07/2019,26.7,5.2,3,0,3.2,5.6,1.75,,,,,,,
B1935,1,0,W,0,6,03/07/2018,13.3,6.5,2,0,3.4,0.9,0.264705882,,,,,,,
A593,0,1,W,0,8,03/07/2018,21.5,8.4,5,2,7,2,0.285714286,,,,,,,
A423,0,1,W,0,8,03/07/2018,26.2,8.2,3,3,5.8,5.3,0.913793103,,,,,,,
A521,1,1,W,1,8,01/07/2018,59.6,6.2,5,1,8.7,10.3,1.183908046,,,,,,,
A26,0,1,W,1,9,02/07/2018,64.2,6.5,5,0,6.8,6,0.882352941,,,,,,,
B269,1,1,W,0,8,03/07/2018,53.5,8.9,4,0,5.1,9.6,1.882352941,,,,,,,
A1124,0,0,W,1,8,03/07/2018,29.1,4.8,2,0,3.3,5.9,1.787878788,,,,,,,
A75,0,1,W,0,7,02/07/2018,23.4,8.9,4,3,6.4,2.1,0.328125,,,,,,,
B275,1,1,W,0,8,02/07/2018,20.7,7.6,4,2,4.3,2.7,0.627906977,,,,,,,
B1250,1,1,W,0,7,04/07/2018,29.9,9.2,4,0,4.6,3.7,0.804347826,,,,,,,
B312,1,1,W,0,6,04/07/2018,18.8,9.1,3,0,4.4,4.5,1.022727273,,,,,,,
A546,0,1,W,0,7,03/07/2018,17.4,7.9,4,0,6.8,1.6,0.235294118,,,,,,,
B309,1,0,W,0,6,02/07/2018,17.1,5.3,3,0,3.8,2.5,0.657894737,,,,,,,
A602,0,1,W,1,7,04/07/2018,14.7,3.8,1,0,2.2,3.6,1.636363636,,,,,,,
A1642,0,0,W,0,8,04/07/2018,30,6.3,4,3,6.8,3.4,0.5,,,,,,,
A1052,0,0,V,1,8,04/07/2018,26.1,4.9,2,0,2.3,2,0.869565217,,,,,,,
A1662,0,0,V,1,5,03/07/2018,13.8,5.8,2,0,2.6,2.6,1,,,,,,,
A107,0,1,W,1,5,02/07/2018,8,3.4,1,0,2,1.5,0.75,,,,,,,
B1802,1,1,W,0,8,04/07/2018,42.3,6.5,4,0,5.3,2.2,0.41509434,,,,,,,
B154,1,1,W,0,6,02/07/2018,43.4,9.2,3,0,4.3,7.6,1.76744186,,,,,,,
B1610,1,1,W,0,6,04/07/2018,21.6,6.2,2,0,3.3,5.5,1.666666667,,,,,,,
B2015,1,1,W,0,6,03/07/2018,67.9,11.8,4,1,9.3,17.7,1.903225806,,,,,,,
B1208,1,1,W,0,7,04/07/2018,22,8.3,4,2,6.1,3.1,0.508196721,,,,,,,
A548,0,1,W,0,7,03/07/2018,28.4,7.2,4,1,6,7.6,1.266666667,,,,,,,
B1209,1,1,W,0,7,04/07/2018,35.1,9.2,4,4,7.3,5.5,0.753424658,,,,,,,
A1486,0,0,W,1,5,02/07/2018,34.6,5.2,3,2,4.4,8.9,2.022727273,,,,,,,
B293,1,1,W,0,8,04/07/2018,25,7.9,4,2,5.3,3.8,0.716981132,,,,,,,
B458,1,1,W,0,7,04/07/2018,13.8,7.5,3,0,4,1.6,0.4,,,,,,,
B1255,1,1,W,0,6,02/07/2018,29.7,8,4,0,5.2,3.8,0.730769231,,,,,,,
A1045,0,0,V,1,7,05/07/2018,36.2,5.7,3,1,4,7.2,1.8,,,,,,,
A1569,0,0,W,1,5,05/07/2018,13,4.6,2,0,3.1,2.7,0.870967742,,,,,,,
A1074,0,0,W,1,7,05/07/2018,17.3,4.6,2,0,2.4,1.9,0.791666667,,,,,,,
A1006,0,1,W,0,8,05/07/2018,20.9,7.3,3,3,6.4,1.9,0.296875,,,,,,,
A597,0,1,W,0,8,05/07/2018,18.7,7.1,4,1,6,2,0.333333333,,,,,,,
A1855,0,1,W,0,8,05/07/2018,24.5,6,4,2,7.5,3.7,0.493333333,,,,,,,
B1205,1,1,W,0,7,05/07/2018,19.4,6.2,4,5,5.1,3.2,0.62745098,,,,,,,
A916,0,1,W,0,7,05/07/2018,21.2,7.8,4,1,7.4,2.1,0.283783784,,,,,,,
A375,0,1,W,0,9,05/07/2018,82.6,5.9,6,6,13,1.6,0.123076923,,,,,,,
A1548,0,0,W,1,6,06/07/2018,33.2,3.8,2,3,4,6.5,1.625,,,,,,,
A1715,0,0,W,1,6,06/07/2018,45.5,4.4,2,0,3.6,9.9,2.75,,,,,,,
